Geo Point,Geo Shape,OBJECTID,NeworkID
"-37.808928503800004, 144.9708421974","{""coordinates"": [[144.9709519214, -37.8086728029], [144.9707324734, -37.8091842047]], ""type"": ""LineString""}",68211,
"-37.798668583899996, 144.96922444025","{""coordinates"": [[144.9692071284, -37.7987452663], [144.9692417521, -37.7985919015]], ""type"": ""LineString""}",68219,
"-37.826729713350005, 144.9602500717","{""coordinates"": [[144.9603041441, -37.8267020437], [144.9601959993, -37.826757383]], ""type"": ""LineString""}",68221,
"-37.80255247615, 144.95248810610002","{""coordinates"": [[144.9525523844, -37.8025595429], [144.9524238278, -37.8025454094]], ""type"": ""LineString""}",68223,
"-37.8053679561, 144.9684662172","{""coordinates"": [[144.968481794, -37.805278527], [144.9684506404, -37.8054573852]], ""type"": ""LineString""}",68248,
"-37.792994027350005, 144.94117148089998","{""coordinates"": [[144.9411787418, -37.7929527606], [144.94116422, -37.7930352941]], ""type"": ""LineString""}",68277,
"-37.8167323191, 144.97641556015","{""coordinates"": [[144.9764250028, -37.8166902297], [144.9764061175, -37.8167744085]], ""type"": ""LineString""}",68279,
"-37.7967905091, 144.92273791305","{""coordinates"": [[144.9227808597, -37.7968375121], [144.9226949664, -37.7967435061]], ""type"": ""LineString""}",68294,
"-37.7828889765, 144.95758903425","{""coordinates"": [[144.9573638773, -37.7828209987], [144.9578141912, -37.7829569543]], ""type"": ""LineString""}",68305,
"-37.777287580999996, 144.94014964029998","{""coordinates"": [[144.9401028781, -37.7773325732], [144.9401964025, -37.7772425888]], ""type"": ""LineString""}",68307,
"-37.7908313714, 144.92848980805002","{""coordinates"": [[144.9285699462, -37.7908323818], [144.9284096699, -37.790830361]], ""type"": ""LineString""}",68311,
"-37.79615035075, 144.92196070165","{""coordinates"": [[144.9219332798, -37.7961661808], [144.9219881235, -37.7961345207]], ""type"": ""LineString""}",68316,
"-37.79623580085, 144.92338638545","{""coordinates"": [[144.9233660902, -37.7962139757], [144.9234066807, -37.796257626]], ""type"": ""LineString""}",68324,
"-37.8324942273, 144.98669555729998","{""coordinates"": [[144.9867620778, -37.8325498216], [144.9866290368, -37.832438633]], ""type"": ""LineString""}",68340,
"-37.79107745455, 144.9210464635","{""coordinates"": [[144.9209978167, -37.7911121151], [144.9210951103, -37.791042794]], ""type"": ""LineString""}",68343,
"-37.80139709555, 144.9486880959","{""coordinates"": [[144.9486850154, -37.8014149645], [144.9486911764, -37.8013792266]], ""type"": ""LineString""}",68346,
"-37.812794046700006, 144.9861075878","{""coordinates"": [[144.9859781289, -37.8127799987], [144.9862370467, -37.8128080947]], ""type"": ""LineString""}",68352,
"-37.79268310015, 144.94567407075","{""coordinates"": [[144.9457507405, -37.7926369194], [144.945597401, -37.7927292809]], ""type"": ""LineString""}",68354,
"-37.8001423139, 144.9742617095","{""coordinates"": [[144.9743281562, -37.8001497724], [144.9741952628, -37.8001348554]], ""type"": ""LineString""}",68355,
"-37.79415814965, 144.94612426835","{""coordinates"": [[144.9462083976, -37.7939538779], [144.9460401391, -37.7943624214]], ""type"": ""LineString""}",68356,
"-37.80938648825, 144.9670732109","{""coordinates"": [[144.96703183, -37.8093884927], [144.9671145918, -37.8093844838]], ""type"": ""LineString""}",68366,
"-37.79521715605, 144.9206162896","{""coordinates"": [[144.9206614261, -37.795265142], [144.9205711531, -37.7951691701]], ""type"": ""LineString""}",68376,
"-37.817523757000004, 144.9798267015","{""coordinates"": [[144.979933881, -37.8175350641], [144.979719522, -37.8175124499]], ""type"": ""LineString""}",68392,
"-37.7914274777, 144.93349560365","{""coordinates"": [[144.9334859731, -37.7914779606], [144.9335052342, -37.7913769948]], ""type"": ""LineString""}",68399,
"-37.813266331250006, 144.9535259312","{""coordinates"": [[144.9535705893, -37.8132537182], [144.9534812731, -37.8132789443]], ""type"": ""LineString""}",68416,
"-37.7896171357, 144.94012901640002","{""coordinates"": [[144.9400655555, -37.7896102186], [144.9401924773, -37.7896240528]], ""type"": ""LineString""}",68424,
"-37.788003995050005, 144.941190734","{""coordinates"": [[144.941123487, -37.788023561], [144.941257981, -37.7879844291]], ""type"": ""LineString""}",68430,
"-37.79498886340001, 144.96670096104998","{""coordinates"": [[144.9665946111, -37.794983833], [144.966807311, -37.7949938938]], ""type"": ""LineString""}",68440,
"-37.79559048445, 144.93163045095","{""coordinates"": [[144.9315554324, -37.795582117], [144.9317054695, -37.7955988519]], ""type"": ""LineString""}",68453,
"-37.790600618949995, 144.92399630559999","{""coordinates"": [[144.9240889361, -37.7906228202], [144.9239036751, -37.7905784177]], ""type"": ""LineString""}",68461,
"-37.81706236615, 144.9669445385","{""coordinates"": [[144.9670549221, -37.8170277141], [144.9668341549, -37.8170970182]], ""type"": ""LineString""}",68470,
"-37.80182381525, 144.96595035525002","{""coordinates"": [[144.9659424537, -37.801879436], [144.9659582568, -37.8017681945]], ""type"": ""LineString""}",68483,
"-37.80383942655, 144.9423840799","{""coordinates"": [[144.9423468551, -37.8038353985], [144.9424213047, -37.8038434546]], ""type"": ""LineString""}",68484,
"-37.799490075, 144.92726776275","{""coordinates"": [[144.9273036676, -37.7995205917], [144.9272318579, -37.7994595583]], ""type"": ""LineString""}",68487,
"-37.80872865605, 144.977239834","{""coordinates"": [[144.9772969084, -37.8086675322], [144.9771827596, -37.8087897799]], ""type"": ""LineString""}",68497,
"-37.805091267449995, 144.95097904795","{""coordinates"": [[144.9509635682, -37.805181418], [144.9509945277, -37.8050011169]], ""type"": ""LineString""}",68498,
"-37.7992812468, 144.9712620821","{""coordinates"": [[144.9712688536, -37.7992408266], [144.9712553106, -37.799321667]], ""type"": ""LineString""}",68506,
"-37.80484281745, 144.95259819485","{""coordinates"": [[144.9524912422, -37.8048309296], [144.9527051475, -37.8048547053]], ""type"": ""LineString""}",68518,
"-37.796532490800004, 144.97441433465002","{""coordinates"": [[144.9744067773, -37.7965762897], [144.974421892, -37.7964886919]], ""type"": ""LineString""}",68544,
"-37.79027987765, 144.95816807555002","{""coordinates"": [[144.9583606262, -37.7903404867], [144.9579755249, -37.7902192686]], ""type"": ""LineString""}",68545,
"-37.799346819250005, 144.96936882030002","{""coordinates"": [[144.9694099707, -37.7992871282], [144.9693276699, -37.7994065103]], ""type"": ""LineString""}",68555,
"-37.807416219800004, 144.9442250467","{""coordinates"": [[144.94418879, -37.8073747596], [144.9442613034, -37.80745768]], ""type"": ""LineString""}",68563,
"-37.794836484499996, 144.91795900715","{""coordinates"": [[144.917955802, -37.7947890298], [144.9179622123, -37.7948839392]], ""type"": ""LineString""}",68565,
"-37.811141160999995, 144.97653907990002","{""coordinates"": [[144.9765683317, -37.8109704934], [144.9765098281, -37.8113118286]], ""type"": ""LineString""}",68567,
"-37.7956953641, 144.9368378188","{""coordinates"": [[144.936783024, -37.7956895441], [144.9368926136, -37.7957011841]], ""type"": ""LineString""}",68589,
"-37.8128437766, 144.97042749385002","{""coordinates"": [[144.9707457494, -37.8128730172], [144.9701092383, -37.812814536]], ""type"": ""LineString""}",68595,
"-37.78928570145, 144.9275724781","{""coordinates"": [[144.9276017838, -37.7892676638], [144.9275431724, -37.7893037391]], ""type"": ""LineString""}",68601,
"-37.81123800985, 144.98900534275","{""coordinates"": [[144.9889024519, -37.811226998], [144.9891082336, -37.8112490217]], ""type"": ""LineString""}",68611,
"-37.796204114649996, 144.93344956795","{""coordinates"": [[144.9333657079, -37.7961947506], [144.933533428, -37.7962134787]], ""type"": ""LineString""}",68619,
"-37.793490888600004, 144.92024257194998","{""coordinates"": [[144.9202786679, -37.7934943021], [144.920206476, -37.7934874751]], ""type"": ""LineString""}",68623,
"-37.792650771, 144.92596505375002","{""coordinates"": [[144.9260776294, -37.7925834493], [144.9258524781, -37.7927180927]], ""type"": ""LineString""}",68624,
"-37.7994833538, 144.96991624915","{""coordinates"": [[144.9699764372, -37.7994894132], [144.9698560611, -37.7994772944]], ""type"": ""LineString""}",68646,
"-37.81474092895, 144.9406222931","{""coordinates"": [[144.9405852287, -37.8145555561], [144.9406593575, -37.8149263018]], ""type"": ""LineString""}",68670,
"-37.813390432350005, 144.94210958345002","{""coordinates"": [[144.9419073397, -37.8133623056], [144.9423118272, -37.8134185591]], ""type"": ""LineString""}",68682,
"-37.79812735875, 144.97239030039998","{""coordinates"": [[144.9723574748, -37.7981804944], [144.972423126, -37.7980742231]], ""type"": ""LineString""}",68689,
"-37.8037506927, 144.95433722874998","{""coordinates"": [[144.954359606, -37.8037152939], [144.9543148515, -37.8037860915]], ""type"": ""LineString""}",68704,
"-37.7932625987, 144.94074221954997","{""coordinates"": [[144.94073496, -37.7933038677], [144.9407494791, -37.7932213297]], ""type"": ""LineString""}",68719,
"-37.7897680616, 144.9276502408","{""coordinates"": [[144.9276895673, -37.7897873205], [144.9276109143, -37.7897488027]], ""type"": ""LineString""}",68721,
"-37.78022420445, 144.94205711925002","{""coordinates"": [[144.9421364311, -37.7802347115], [144.9419778074, -37.7802136974]], ""type"": ""LineString""}",68725,
"-37.801925118949995, 144.94909928570002","{""coordinates"": [[144.9490935411, -37.8019590725], [144.9491050303, -37.8018911654]], ""type"": ""LineString""}",68740,
"-37.80486084025, 144.95699531054998","{""coordinates"": [[144.9569261454, -37.804930776], [144.9570644757, -37.8047909045]], ""type"": ""LineString""}",68760,
"-37.796410016050004, 144.96792011205","{""coordinates"": [[144.9678497238, -37.7964023608], [144.9679905003, -37.7964176713]], ""type"": ""LineString""}",68798,
"-37.7946834972, 144.92535294405002","{""coordinates"": [[144.9252976815, -37.7946232783], [144.9254082066, -37.7947437161]], ""type"": ""LineString""}",68803,
"-37.82148048165, 144.94318440314998","{""coordinates"": [[144.9433823167, -37.8212563688], [144.9429864896, -37.8217045945]], ""type"": ""LineString""}",68827,
"-37.82164057155, 144.91896402385","{""coordinates"": [[144.9191418363, -37.8210706487], [144.9187862114, -37.8222104944]], ""type"": ""LineString""}",68841,
"-37.79463907115, 144.92090980975001","{""coordinates"": [[144.9208799387, -37.7946562568], [144.9209396808, -37.7946218855]], ""type"": ""LineString""}",68846,
"-37.795370179849996, 144.93045842955001","{""coordinates"": [[144.9305108325, -37.7953380119], [144.9304060266, -37.7954023478]], ""type"": ""LineString""}",68852,
"-37.794231831000005, 144.9199820436","{""coordinates"": [[144.9199234471, -37.7942655421], [144.9200406401, -37.7941981199]], ""type"": ""LineString""}",68870,
"-37.79280787365, 144.94092153005","{""coordinates"": [[144.9409142718, -37.7928491427], [144.9409287883, -37.7927666046]], ""type"": ""LineString""}",68878,
"-37.80498450855, 144.94971860959998","{""coordinates"": [[144.9497079646, -37.8050427707], [144.9497292546, -37.8049262464]], ""type"": ""LineString""}",68943,
"-37.8094826645, 144.94591081335","{""coordinates"": [[144.9458628918, -37.8094396194], [144.9459587349, -37.8095257096]], ""type"": ""LineString""}",68948,
"-37.796111428399996, 144.9428890806","{""coordinates"": [[144.9428980816, -37.7960632128], [144.9428800796, -37.796159644]], ""type"": ""LineString""}",68952,
"-37.79248575895, 144.92864283810002","{""coordinates"": [[144.9287498109, -37.7924869465], [144.9285358653, -37.7924845714]], ""type"": ""LineString""}",68964,
"-37.79726976245, 144.96580099765","{""coordinates"": [[144.965847916, -37.7972842005], [144.9657540793, -37.7972553244]], ""type"": ""LineString""}",68967,
"-37.79823418545, 144.94680741255002","{""coordinates"": [[144.9469183434, -37.79823565], [144.9466964817, -37.7982327209]], ""type"": ""LineString""}",68971,
"-37.8060073307, 144.9463554746","{""coordinates"": [[144.9463683619, -37.8059226184], [144.9463425873, -37.806092043]], ""type"": ""LineString""}",68982,
"-37.79093558455, 144.9340189384","{""coordinates"": [[144.9341088922, -37.7909446698], [144.9339289846, -37.7909264993]], ""type"": ""LineString""}",68987,
"-37.804868906500005, 144.95674640275","{""coordinates"": [[144.956739405, -37.8049094583], [144.9567534005, -37.8048283547]], ""type"": ""LineString""}",68988,
"-37.78008515245, 144.9420796151","{""coordinates"": [[144.942162385, -37.7800947705], [144.9419968452, -37.7800755344]], ""type"": ""LineString""}",68993,
"-37.7904815155, 144.9389006581","{""coordinates"": [[144.9388918913, -37.7905346031], [144.9389094249, -37.7904284279]], ""type"": ""LineString""}",69006,
"-37.811994689, 144.9667548996","{""coordinates"": [[144.9667725898, -37.8120326745], [144.9667372094, -37.8119567035]], ""type"": ""LineString""}",69007,
"-37.80275851715, 144.95245212190002","{""coordinates"": [[144.9525164032, -37.802765584], [144.9523878406, -37.8027514503]], ""type"": ""LineString""}",69018,
"-37.79870118065, 144.97172108165","{""coordinates"": [[144.971782516, -37.7986641333], [144.9716596473, -37.798738228]], ""type"": ""LineString""}",69021,
"-37.796049379349995, 144.92054717115","{""coordinates"": [[144.9205999137, -37.79601904], [144.9204944286, -37.7960797187]], ""type"": ""LineString""}",69049,
"-37.7944734052, 144.92408688540002","{""coordinates"": [[144.9240321004, -37.7944132072], [144.9241416704, -37.7945336032]], ""type"": ""LineString""}",69050,
"-37.7931554565, 144.92826989855","{""coordinates"": [[144.9282708196, -37.7931106767], [144.9282689775, -37.7932002363]], ""type"": ""LineString""}",69052,
"-37.8163437116, 144.9889913573","{""coordinates"": [[144.9888842373, -37.8163637253], [144.9890984773, -37.8163236979]], ""type"": ""LineString""}",69066,
"-37.81513213195, 144.95887170880002","{""coordinates"": [[144.9589827226, -37.8153154341], [144.958760695, -37.8149488298]], ""type"": ""LineString""}",69102,
"-37.794513404599996, 144.92975148605","{""coordinates"": [[144.9298053394, -37.7944952527], [144.9296976327, -37.7945315565]], ""type"": ""LineString""}",69124,
"-37.80076444565, 144.97134577665","{""coordinates"": [[144.9713514232, -37.8008097866], [144.9713401301, -37.8007191047]], ""type"": ""LineString""}",69145,
"-37.80800887245, 144.94471029565","{""coordinates"": [[144.9446598415, -37.8080597823], [144.9447607498, -37.8079579626]], ""type"": ""LineString""}",69161,
"-37.796710715749995, 144.94314841079998","{""coordinates"": [[144.943055487, -37.7967746916], [144.9432413346, -37.7966467399]], ""type"": ""LineString""}",69169,
"-37.788436155750006, 144.94299104685","{""coordinates"": [[144.9430222087, -37.7883927059], [144.942959885, -37.7884796056]], ""type"": ""LineString""}",69215,
"-37.79392295345, 144.93007222814998","{""coordinates"": [[144.9301512059, -37.7939163892], [144.9299932504, -37.7939295177]], ""type"": ""LineString""}",69220,
"-37.803855995199996, 144.96471180395","{""coordinates"": [[144.9647073793, -37.8038733367], [144.9647162286, -37.8038386537]], ""type"": ""LineString""}",49772,
"-37.79650395705, 144.97124572305","{""coordinates"": [[144.9712200109, -37.7965010674], [144.9712714352, -37.7965068467]], ""type"": ""LineString""}",49804,
"-37.799835265149994, 144.971914571","{""coordinates"": [[144.9719394121, -37.7998226876], [144.9718897299, -37.7998478427]], ""type"": ""LineString""}",49809,
"-37.824094731100004, 144.94475017685","{""coordinates"": [[144.9447861327, -37.8238495195], [144.944714221, -37.8243399427]], ""type"": ""LineString""}",49821,
"-37.80436124895, 144.94956517325","{""coordinates"": [[144.9495615623, -37.8043815436], [144.9495687842, -37.8043409543]], ""type"": ""LineString""}",49834,
"-37.792505863550005, 144.9439351566","{""coordinates"": [[144.9439047584, -37.7925025122], [144.9439655548, -37.7925092149]], ""type"": ""LineString""}",49864,
"-37.82232858605, 144.936577028","{""coordinates"": [[144.9365159808, -37.8223140072], [144.9366380752, -37.8223431649]], ""type"": ""LineString""}",49892,
