geo_point_2d,geo_shape,electricity_provider,outage_maplink,streetlight_faults,type,rating,lightid,extracted,lga_name,longitude,latitude,suburb,ward,postcode,easting,northing,projection,gisfid,address,usage,strname
"-38.0677353363, 145.3371204379","{""coordinates"": [145.3371204379, -38.0677353363], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2361324,2024-06-07,Casey,145.33712043790464,-38.06773533634137,Berwick,Kowan,3806,354133,5785365,MGA2020 Zone 55,41972,Clyde Road Berwick 3806,,Clyde Road
"-38.0661978072, 145.3373976747","{""coordinates"": [145.3373976747, -38.0661978072], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2361335,2024-06-07,Casey,145.33739767474202,-38.066197807200666,Berwick,Kowan,3806,354154,5785536,MGA2020 Zone 55,41976,Clyde Road Berwick 3806,,Clyde Road
"-38.0834561462, 145.2838061169","{""coordinates"": [145.2838061169, -38.0834561462], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2390025,2024-06-07,Casey,145.2838061168592,-38.08345614620611,Cranbourne,Correa,3977,349488,5783536,MGA2020 Zone 55,42020,1320P Thompsons Road Cranbourne 3977,,1320P Thompsons Road
"-38.0747302994, 145.3381052556","{""coordinates"": [145.3381052556, -38.0747302994], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,2387899,2024-06-07,Casey,145.33810525558235,-38.07473029944191,Berwick,Kowan,3806,354233,5784591,MGA2020 Zone 55,42022,Grices Road Berwick 3806,,Grices Road
"-38.0229231698, 145.3074629773","{""coordinates"": [145.3074629773, -38.0229231698], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,273.0,2392033,2024-06-07,Casey,145.30746297725722,-38.02292316982215,Narre Warren,Casuarina,3805,351441,5790291,MGA2020 Zone 55,42023,Webb Street Narre Warren 3805,,Webb Street
"-38.0701363685, 145.2927488534","{""coordinates"": [145.2927488534, -38.0701363685], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,18648380,2024-06-07,Casey,145.29274885344756,-38.07013636852538,Cranbourne North,Casuarina,3977,350245,5785028,MGA2020 Zone 55,42027,Glasscocks Road Cranbourne North 3977,,Glasscocks Road
"-38.0784279786, 145.3649848882","{""coordinates"": [145.3649848882, -38.0784279786], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,T5 Fluorescent,14.0,105589567,2024-06-07,Casey,145.3649848881695,-38.07842797860908,Clyde North,Dillwynia,3978,356598,5784222,MGA2020 Zone 55,42038,Belcam Circuit  Clyde North 3978,,Belcam Circuit
"-38.1066860123, 145.3298040832","{""coordinates"": [145.3298040832, -38.1066860123], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,175.0,110803127,2024-06-07,Casey,145.3298040831951,-38.10668601232459,Clyde North,Tooradin,3978,353569,5781031,MGA2020 Zone 55,42049,Berwick-Cranbourne Road Clyde North 3978,,Berwick-Cranbourne Road
"-38.1250714417, 145.3451972159","{""coordinates"": [145.3451972159, -38.1250714417], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,198.0,243096536,2024-06-07,Casey,145.34519721592557,-38.1250714416604,Clyde,Tooradin,3978,354955,5779016,MGA2020 Zone 55,42092,Tuckers Road Clyde 3978,,Tuckers Road
"-38.057783762, 145.3254423156","{""coordinates"": [145.3254423156, -38.057783762], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,297660674,2024-06-07,Casey,145.32544231556253,-38.05778376200435,Berwick,Akoonah,3806,353089,5786451,MGA2020 Zone 55,42157,Berwick 3806,,
"-38.073036467, 145.3680907028","{""coordinates"": [145.3680907028, -38.073036467], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,150.0,366235275,2024-06-07,Casey,145.3680907028486,-38.07303646700306,Berwick,Dillwynia,3806,356860,5784825,MGA2020 Zone 55,42164,Soldiers Road Berwick 3806,,Soldiers Road
"-38.0738335156, 145.3675802324","{""coordinates"": [145.3675802324, -38.0738335156], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,150.0,366235281,2024-06-07,Casey,145.3675802323721,-38.073833515579885,Berwick,Dillwynia,3806,356817,5784736,MGA2020 Zone 55,42170,Soldiers Road Berwick 3806,,Soldiers Road
"-38.1109208542, 145.3667592926","{""coordinates"": [145.3667592926, -38.1109208542], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,70.0,298287147,2024-06-07,Casey,145.36675929263953,-38.11092085423066,Clyde North,Dillwynia,3978,356817,5780619,MGA2020 Zone 55,42178,Croft Drive Clyde North 3978,,Croft Drive
"-38.057045867, 145.3250995947","{""coordinates"": [145.3250995947, -38.057045867], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,70.0,300326820,2024-06-07,Casey,145.3250995947434,-38.057045866971315,Berwick,Akoonah,3806,353057,5786532,MGA2020 Zone 55,42501,Drummond Drive Berwick 3806,,Drummond Drive
"-38.1382707415, 145.3757871458","{""coordinates"": [145.3757871458, -38.1382707415], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,70.0,337834977,2024-06-07,Casey,145.37578714582784,-38.13827074148819,Clyde,Tooradin,3978,357662,5777598,MGA2020 Zone 55,42512,Officer Avenue Clyde 3978,,Officer Avenue
"-38.0567600306, 145.3255946138","{""coordinates"": [145.3255946138, -38.0567600306], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,297660239,2024-06-07,Casey,145.32559461375618,-38.05676003058414,Berwick,Akoonah,3806,353100,5786565,MGA2020 Zone 55,42517,Grigg Street Berwick 3806,,Grigg Street
"-38.1008206847, 145.3510701138","{""coordinates"": [145.3510701138, -38.1008206847], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,155.0,298562405,2024-06-07,Casey,145.35107011379097,-38.10082068466252,Clyde North,Dillwynia,3978,355422,5781716,MGA2020 Zone 55,42553,Sofra Road Clyde North 3978,,Sofra Road
"-38.1057298243, 145.3448983075","{""coordinates"": [145.3448983075, -38.1057298243], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,150.0,328783317,2024-06-07,Casey,145.3448983075032,-38.10572982427626,Clyde North,Dillwynia,3978,354890,5781161,MGA2020 Zone 55,42591,Khan Boulevard Clyde North 3978,,Khan Boulevard
"-38.1270101999, 145.3667547356","{""coordinates"": [145.3667547356, -38.1270101999], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,298408679,2024-06-07,Casey,145.36675473558122,-38.127010199942774,Clyde,Tooradin,3978,356848,5778834,MGA2020 Zone 55,42713,Acqua Drive Clyde 3978,,Acqua Drive
"-38.1296660607, 145.2938775675","{""coordinates"": [145.2938775675, -38.1296660607], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,155.0,326498609,2024-06-07,Casey,145.29387756753255,-38.129666060657726,Cranbourne East,Tooradin,3977,350466,5778424,MGA2020 Zone 55,42720,Adrian Street Cranbourne East 3977,,Adrian Street
"-38.0697245557, 145.3686891788","{""coordinates"": [145.3686891788, -38.0697245557], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,150.0,325988396,2024-06-07,Casey,145.36868917883575,-38.06972455569013,Berwick,Dillwynia,3806,356906,5785194,MGA2020 Zone 55,42817,Bells Road Berwick 3806,,Bells Road
"-38.1267941146, 145.239483583","{""coordinates"": [145.239483583, -38.1267941146], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,70.0,299596842,2024-06-07,Casey,145.23948358296852,-38.12679411458015,Cranbourne South,Cranbourne Gardens,3977,345692,5778654,MGA2020 Zone 55,42824,Jonah Avenue Cranbourne South 3977,,Jonah Avenue
"-38.0875009765, 145.2437076334","{""coordinates"": [145.2437076334, -38.0875009765], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,70.0,300764918,2024-06-07,Casey,145.2437076333742,-38.08750097652266,Cranbourne West,Quarters,3977,345980,5783021,MGA2020 Zone 55,42835,Unnamed Cranbourne West 3977,,Unnamed
"-38.1480828929, 145.262493167","{""coordinates"": [145.262493167, -38.1480828929], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,T5 Fluorescent,14.0,9923499,2023-09-05,Casey,145.26249316696237,-38.148082892937666,Botanic Ridge,Cranbourne Gardens,3977,347753,5776329,MGA2020 Zone 55,2245,Ridgeline Drive Botanic Ridge 3977,T5 Fluorescent,Ridgeline Drive
"-38.137786178, 145.2496824689","{""coordinates"": [145.2496824689, -38.137786178], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,Compact Fluorescent,42.0,9907139,2023-09-05,Casey,145.24968246889063,-38.13778617795859,Botanic Ridge,Cranbourne Gardens,3977,346609,5777451,MGA2020 Zone 55,2304,Limeburner Grove Botanic Ridge 3977,Compact Fluorescent,Limeburner Grove
"-38.1472973484, 145.2643909682","{""coordinates"": [145.2643909682, -38.1472973484], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,T5 Fluorescent,24.0,3425506,2023-09-05,Casey,145.26439096817913,-38.147297348426086,Botanic Ridge,Cranbourne Gardens,3977,347918,5776420,MGA2020 Zone 55,2315,Smiths Lane Botanic Ridge 3977,T5 Fluorescent,Smiths Lane
"-38.1471946087, 145.2635024303","{""coordinates"": [145.2635024303, -38.1471946087], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,T5 Fluorescent,14.0,3425498,2023-09-05,Casey,145.26350243034548,-38.147194608704844,Botanic Ridge,Cranbourne Gardens,3977,347840,5776430,MGA2020 Zone 55,2320,Torossi Way Botanic Ridge 3977,T5 Fluorescent,Torossi Way
"-38.1471500283, 145.2619005204","{""coordinates"": [145.2619005204, -38.1471500283], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,HP Sodium,150.0,3425514,2023-09-05,Casey,145.26190052038896,-38.147150028282624,Botanic Ridge,Cranbourne Gardens,3977,347699,5776432,MGA2020 Zone 55,2329,Shearing Shed Rise Botanic Ridge 3977,HP Sodium,Shearing Shed Rise
"-37.9634197097, 145.2637881163","{""coordinates"": [145.2637881163, -37.9634197097], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810137,2023-09-05,Casey,145.26378811627393,-37.96341970966327,Endeavour Hills,Kalora,3802,347484,5796823,MGA2020 Zone 55,2341,Shetland Street Endeavour Hills 3802,LED,Shetland Street
"-37.9639433873, 145.2702614046","{""coordinates"": [145.2702614046, -37.9639433873], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810210,2023-09-05,Casey,145.27026140461297,-37.96394338729899,Endeavour Hills,Kalora,3802,348054,5796775,MGA2020 Zone 55,2346,Douglas Rise Endeavour Hills 3802,LED,Douglas Rise
"-37.9631338775, 145.2706883625","{""coordinates"": [145.2706883625, -37.9631338775], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810206,2023-09-05,Casey,145.27068836249043,-37.96313387750541,Endeavour Hills,Kalora,3802,348089,5796866,MGA2020 Zone 55,2359,Shetland Street Endeavour Hills 3802,LED,Shetland Street
"-37.9641812812, 145.271499342","{""coordinates"": [145.271499342, -37.9641812812], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,3450636,2023-09-05,Casey,145.27149934204223,-37.96418128122813,Endeavour Hills,Kalora,3802,348163,5796751,MGA2020 Zone 55,2360,Dornie Mews Endeavour Hills 3802,LED,Dornie Mews
"-37.9650111145, 145.2721037049","{""coordinates"": [145.2721037049, -37.9650111145], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,3450625,2023-09-05,Casey,145.2721037049002,-37.96501111453025,Endeavour Hills,Kalora,3802,348218,5796660,MGA2020 Zone 55,2383,Shetland Street Endeavour Hills 3802,LED,Shetland Street
"-37.9646719065, 145.2691963554","{""coordinates"": [145.2691963554, -37.9646719065], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810220,2023-09-05,Casey,145.26919635543018,-37.96467190649971,Endeavour Hills,Kalora,3802,347962,5796693,MGA2020 Zone 55,2422,Glasgow Court Endeavour Hills 3802,LED,Glasgow Court
"-37.9699328552, 145.2735968274","{""coordinates"": [145.2735968274, -37.9699328552], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810280,2023-09-05,Casey,145.27359682736986,-37.969932855219874,Endeavour Hills,Kalora,3802,348359,5796116,MGA2020 Zone 55,2427,Reema Boulevard Endeavour Hills 3802,LED,Reema Boulevard
"-37.9660672444, 145.265913646","{""coordinates"": [145.265913646, -37.9660672444], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810177,2023-09-05,Casey,145.26591364602933,-37.96606724437521,Endeavour Hills,Kalora,3802,347676,5796533,MGA2020 Zone 55,2429,Skye Crescent Endeavour Hills 3802,LED,Skye Crescent
"-37.9666397691, 145.2672787105","{""coordinates"": [145.2672787105, -37.9666397691], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,8810314,2023-09-05,Casey,145.2672787105423,-37.96663976912361,Endeavour Hills,Kalora,3802,347797,5796471,MGA2020 Zone 55,2430,Peebles Street Endeavour Hills 3802,LED,Peebles Street
"-38.2051435364, 145.2301440126","{""coordinates"": [145.2301440126, -38.2051435364], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,3300686,2023-09-05,Casey,145.23014401256427,-38.20514353635978,Pearcedale,Cranbourne Gardens,3912,345039,5769944,MGA2020 Zone 55,5100,Derham Street Pearcedale 3912,LED,Derham Street
"-38.2047774204, 145.2297978305","{""coordinates"": [145.2297978305, -38.2047774204], ""type"": ""Point""}",United Energy,https://www.unitedenergy.com.au/outage-map/,https://publiclighting.portal.powercor.com.au/PublicLightFault,LED,18.0,3300687,2023-09-05,Casey,145.22979783051517,-38.204777420374285,Pearcedale,Cranbourne Gardens,3912,345008,5769984,MGA2020 Zone 55,5102,Derham Street Pearcedale 3912,LED,Derham Street
"-38.0963026086, 145.2530226589","{""coordinates"": [145.2530226589, -38.0963026086], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,17.0,15154426,2024-06-07,Casey,145.25302265893305,-38.09630260863085,Cranbourne West,Quarters,3977,346815,5782060,MGA2020 Zone 55,30881,Princeton Place Cranbourne West 3977,,Princeton Place
"-38.0570295527, 145.3150389814","{""coordinates"": [145.3150389814, -38.0570295527], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,15154500,2024-06-07,Casey,145.31503898136828,-38.05702955267613,Narre Warren South,Kowan,3805,352174,5786518,MGA2020 Zone 55,30891,Greaves Road Narre Warren South 3805,,Greaves Road
"-38.1134151666, 145.3081166178","{""coordinates"": [145.3081166178, -38.1134151666], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,15104693,2024-06-07,Casey,145.3081166177873,-38.113415166646995,Cranbourne East,Correa,3977,351681,5780250,MGA2020 Zone 55,30897,Beagle Street Cranbourne East 3977,,Beagle Street
"-38.1057337216, 145.3249793621","{""coordinates"": [145.3249793621, -38.1057337216], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,14094661,2024-06-07,Casey,145.3249793621121,-38.105733721556554,Clyde North,Correa,3978,353144,5781130,MGA2020 Zone 55,31044,Selandra Boulevard Clyde North 3978,,Selandra Boulevard
"-38.1105960246, 145.3268744717","{""coordinates"": [145.3268744717, -38.1105960246], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2390585,2024-06-07,Casey,145.3268744716789,-38.11059602456159,Clyde North,Correa,3978,353320,5780593,MGA2020 Zone 55,31081,Heather Grove Clyde North 3978,,Heather Grove
"-38.0788697129, 145.3222764651","{""coordinates"": [145.3222764651, -38.0788697129], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,CC Mercury Vapour,80.0,2391085,2024-06-07,Casey,145.32227646505154,-38.078869712898566,Cranbourne North,Kowan,3977,352853,5784106,MGA2020 Zone 55,31096,Celsius Drive Cranbourne North 3977,,Celsius Drive
"-38.122273177, 145.3061753135","{""coordinates"": [145.3061753135, -38.122273177], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,22995482,2024-06-07,Casey,145.30617531346283,-38.12227317699375,Cranbourne East,Tooradin,3977,351529,5779264,MGA2020 Zone 55,31125,Casey Fields Bouleva Cranbourne East 3977,,Casey Fields Bouleva
"-38.1108796974, 145.316455659","{""coordinates"": [145.316455659, -38.1108796974], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,2391446,2024-06-07,Casey,145.31645565904992,-38.11087969743046,Cranbourne East,Correa,3977,352407,5780545,MGA2020 Zone 55,31186,Heather Grove Cranbourne East 3977,,Heather Grove
"-38.1109049729, 145.3168888103","{""coordinates"": [145.3168888103, -38.1109049729], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,105.0,2391447,2024-06-07,Casey,145.31688881030624,-38.11090497288392,Cranbourne East,Correa,3977,352445,5780543,MGA2020 Zone 55,31187,Heather Grove Cranbourne East 3977,,Heather Grove
"-38.040089506, 145.3423424754","{""coordinates"": [145.3423424754, -38.040089506], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,250.0,216782603,2024-06-07,Casey,145.34234247540732,-38.04008950603394,Berwick,Akoonah,3806,354536,5788441,MGA2020 Zone 55,31246,Berwick-Cranbourne R Berwick 3806,,Berwick-Cranbourne R
"-38.1226875055, 145.2998922622","{""coordinates"": [145.2998922622, -38.1226875055], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,22.0,155602100,2024-06-07,Casey,145.29989226222253,-38.12268750548194,Cranbourne East,Tooradin,3977,350979,5779208,MGA2020 Zone 55,31250,Quattro Avenue Cranbourne East 3977,,Quattro Avenue
"-38.0972316085, 145.3660634879","{""coordinates"": [145.3660634879, -38.0972316085], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,151543924,2024-06-07,Casey,145.36606348788303,-38.09723160845187,Clyde North,Dillwynia,3978,356730,5782137,MGA2020 Zone 55,31255,Odeon Avenue Clyde North 3978,,Odeon Avenue
"-38.1327368742, 145.3196849265","{""coordinates"": [145.3196849265, -38.1327368742], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,17.0,208873440,2024-06-07,Casey,145.31968492646988,-38.13273687421498,Clyde,Tooradin,3978,352734,5778125,MGA2020 Zone 55,31265,Saltbreeze Circuit Clyde 3978,,Saltbreeze Circuit
"-38.1247116177, 145.3535113088","{""coordinates"": [145.3535113088, -38.1247116177], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,205163139,2024-06-07,Casey,145.35351130879954,-38.12471161770598,Clyde,Tooradin,3978,355683,5779068,MGA2020 Zone 55,31293,Michigan Road Clyde 3978,,Michigan Road
"-38.124141589, 145.3516341118","{""coordinates"": [145.3516341118, -38.124141589], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,205163144,2024-06-07,Casey,145.35163411176597,-38.124141588967746,Clyde,Tooradin,3978,355517,5779129,MGA2020 Zone 55,31298,Mississippi Avenue Clyde 3978,,Mississippi Avenue
"-37.9775908278, 145.3190414579","{""coordinates"": [145.3190414579, -37.9775908278], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,19.0,203844843,2024-06-07,Casey,145.3190414578861,-37.97759082775266,Narre Warren North,Grevillea,3804,352366,5795339,MGA2020 Zone 55,31312,Mattsera Court Narre Warren North 3804,,Mattsera Court
"-38.1304240829, 145.3193489671","{""coordinates"": [145.3193489671, -38.1304240829], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,17.0,208873456,2024-06-07,Casey,145.31934896710683,-38.13042408287437,Clyde,Tooradin,3978,352700,5778381,MGA2020 Zone 55,31328,Warralily Avenue Clyde 3978,,Warralily Avenue
"-38.0518454608, 145.2891497169","{""coordinates"": [145.2891497169, -38.0518454608], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,201315929,2024-06-07,Casey,145.28914971693126,-38.05184546083246,Narre Warren South,Casuarina,3805,349892,5787052,MGA2020 Zone 55,31384,Isla Circuit Narre Warren South 3805,,Isla Circuit
"-38.0509578939, 145.2896764702","{""coordinates"": [145.2896764702, -38.0509578939], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,201315934,2024-06-07,Casey,145.28967647018504,-38.05095789391257,Narre Warren South,Casuarina,3805,349937,5787151,MGA2020 Zone 55,31389,Isla Circuit Narre Warren South 3805,,Isla Circuit
"-38.1107118566, 145.3443031957","{""coordinates"": [145.3443031957, -38.1107118566], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,14.0,211728649,2024-06-07,Casey,145.34430319567332,-38.110711856599465,Clyde North,Dillwynia,3978,354848,5780608,MGA2020 Zone 55,31425,Domingo Avenue Clyde North 3978,,Domingo Avenue
"-38.0440998098, 145.3315628191","{""coordinates"": [145.3315628191, -38.0440998098], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,HP Sodium,150.0,165563758,2024-06-07,Casey,145.33156281911056,-38.04409980982576,Berwick,Akoonah,3806,353598,5787979,MGA2020 Zone 55,31427,Golf Links Road Berwick 3806,,Golf Links Road
"-38.0093205939, 145.286833782","{""coordinates"": [145.286833782, -38.0093205939], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,162858964,2024-06-07,Casey,145.2868337820411,-38.009320593873355,Narre Warren,Waratah,3805,349602,5791767,MGA2020 Zone 55,31430,Troups Creek Promena Narre Warren 3805,,Troups Creek Promena
"-37.9949473844, 145.3227457847","{""coordinates"": [145.3227457847, -37.9949473844], ""type"": ""Point""}",AusNet Services,https://www.outagetracker.com.au/#_ga=2.167494520.716920108.1659588314-1504062682.1651792021,https://www.ausnetservices.com.au/contact,LED,18.0,213210091,2024-06-07,Casey,145.32274578468622,-37.994947384352066,Narre Warren North,Grevillea,3804,352726,5793419,MGA2020 Zone 55,31453,Napoli Court Narre Warren North 3804,,Napoli Court
